静謐,せいひつ
凛然,りんぜん
駄洒落,だじゃれ
嬌羞,きょうしゅう
海龜,うみがめ
帯鋸,おびのこ
雁垂,がんだれ
交喙,いすか
乾海苔,ほしのり
兵燹,へいせん
枡組,ますぐみ
越後獅子,えちごじし
家々,いえいえ
磯辺,いそべ
金屎,かなくそ
些事,さじ
熱燗,あつかん
担桶,たご
浄玻璃,じょうはり
雲雀,ひばり
釘目,くぎめ
唐縮緬,とうちりめん
暗翳,あんえい
満腔,まんこう
友誼,ゆうぎ
生蕃,せいばん
古馴染,ふるなじみ
佑助,ゆうじょ
中篇,ちゅうへん
艷書,えんしょ
廻転子,かいてんし
如夜叉,にょやしゃ
胴龜,どうがめ
挿櫛,さしぐし
曼荼羅,まんだら
首鼠,しゅそ
庚申薔薇,こうしんばら
真鯛,まだい
兇器,きょうき
笑壷,えつぼ
斗枡,とます
味噌豆,みそまめ
技癢,ぎよう
帯状疱疹,たいじょうほうしん
癇癪玉,かんしゃくだま
擂餌,すりえ
寓意,ぐうい
嫌々,いやいや
油粕,あぶらかす
廟議,びょうぎ
血膿,ちうみ
日傭取,ひようとり
姦物,かんぶつ
逢魔時,おうまがとき
清婉,せいえん
穂芒,ほすすき
曠久,こうきゅう
漕手,そうしゅ
鯨蝋,げいろう
橿鳥,かしどり
龜鑑,きかん
間諜,かんちょう
護謨,ごむ
洒洒落落,しゃしゃらくらく
山椒,さんしょう
蒲公英,ほこうえい
蒲公英,たんぽぽ
放肆,ほうし
銀杏髷,いちょうまげ
小判鮫,こばんざめ
磯巾着,いそぎんちゃく
目糞,めくそ
笠木,かさぎ
阿呆陀羅経,あほだらきょう
縮緬,ちりめん
苗圃,びょうほ
倍々,ばいばい
上舵,あげかじ
赭顔,しゃがん
蜘蛛膜,くもまく
石斧,せきふ
走狗,そうく
片手桶,かたておけ
旭日大綬章,あさひだいじゅしょう
蔓立,つるだち
疝痛,せんつう
街衢,がいく
夕汐,ゆうしお
鳥篭,とりかご
一廓,いっかく
痃癖,けんぺき
花毛氈,はなもうせん
鳶口,とびぐち
鉄桶,てっとう
驕傲,きょうごう
昇汞水,しょうこうすい
五目鮨,ごもくずし
狷介,けんかい
叡知,えいち
甘鯛,あまだい
芋蔓式,いもづるしき
上膊,じょうはく
琺瑯質,ほうろうしつ
盂蘭盆,うらぼん
茅屋,ぼうおく
鬱々,うつうつ
歎声,たんせい
小咄,こばなし
埒外,らちがい
位牌,いはい
水屑,みくず
小雀,こがら
魚籃,びく
姨捨山,おばすてやま
揚雲雀,あげひばり
連雀,れんじゃく
前哨,ぜんしょう
珪藻土,けいそうど
綺語,きご
綺語,きぎょ
濡事,ぬれごと
緑鳩,あおばと
貝杓子,かいじゃくし
小糠,こぬか
不愍,ふびん
木訥,ぼくとつ
桧垣,ひがき
連子鯛,れんこだい
浪々,ろうろう
家壁蝨,いえだに
廻米,かいまい
彌次馬,やじうま
体腔,たいこう
渾名,あだな
瑞気,ずいき
枡形,ますがた
仁侠,にんきょう
群雀,むらすずめ
晒粉,さらしこ
尖端,せんたん
正鵠,せいこく
正鵠,せいこう
真菰,まこも
杜若,かきつばた
恩誼,おんぎ
紅鱒,べにます
重々,じゅうじゅう
小篇,しょうへん
薩摩揚,さつまあげ
櫓門,やぐらもん
九々,くく
腰蓑,こしみの
傭兵,ようへい
悠々,ゆうゆう
竜舌蘭,りゅうぜつらん
緋縮緬,ひじりめん
急先鋒,きゅうせんぽう
祿高,ろくだか
所々,ところどころ
所々,しょしょ
杓子,しゃくし
予餞,よせん
縁坐,えんざ
焼明礬,やきみょうばん
諜報,ちょうほう
缺格,けっかく
臥竜,がりょう
捧腹,ほうふく
烏竜茶,う゜ろんちゃ
侏儒,しゅじゅ
瘡蓋,かさぶた
落莫,らくばく
仄仄明,ほのぼのあけ
生辰,せいしん
長刀酸漿,なぎなたほおずき
謳文句,うたいもんく
大晦日,おおみそか
薔薇色,ばらいろ
石膏,せっこう
印綬,いんじゅ
鳶人足,とびにんそく
側々,そくそく
智慧袋,ちえぶくろ
楽屋雀,がくやすずめ
辛夷,こぶし
賞牌,しょうはい
七堂伽藍,しちどうがらん
小笹,おざさ
玻璃,はり
膈膜,かくまく
頬桁,ほおげた
棘魚,とげうお
樺色,かばいろ
多角錐台,たかくすいだい
縫箔,ぬいはく
花茣蓙,はなござ
蕁麻,いらくさ
故智,こち
鱗粉,りんぷん
吾輩,わがはい
我々,われわれ
来寇,らいこう
諳記,あんき
欣求,ごんぐ
觝触,ていしょく
峻拒,しゅんきょ
寵愛,ちょうあい
復讎,ふくしゅう
宥免,ゆうめん
同衾,どうきん
誣告,ぶこく
輻射,ふくしゃ
出廬,しゅつろ
缺落,けつらく
鳥瞰,ちょうかん
嘉賞,かしょう
叱正,しっせい
闖入,ちんにゅう
繁昌,はんじょう
侵寇,しんこう
顛覆,てんぷく
修祓,しゅうふつ
修祓,しゅうばつ
欣喜雀躍,きんきじゃくやく
嗚咽,おえつ
稟請,りんせい
発疹,ほっしん
発疹,はっしん
遊弋,ゆうよく
弘法,ぐほう
喀血,かっけつ
碇泊,ていはく
峻別,しゅんべつ
譴責,けんせき
伝播,でんぱ
伝播,でんぱん
沐浴,もくよく
冒涜,ぼうとく
逡巡,しゅんじゅん
轢死,れきし
哨戒,しょうかい
簒奪,さんだつ
標榜,ひょうぼう
褪色,たいしょく
按排,あんばい
連坐,れんざ
感佩,かんぱい
紊乱,ぶんらん
紊乱,びんらん
席捲,せっけん
頬被,ほおかむり
終熄,しゅうそく
溢血,いっけつ
銓衡,せんこう
反噬,はんぜい
悋気,りんき
廃頽,はいたい
諒承,りょうしょう
剥離,はくり
揺曳,ようえい
疏通,そつう
縷陳,るちん
撒布,さんぷ
撒布,さっぷ
剔出,てきしゅつ
驚愕,きょうがく
冀求,ききゅう
昂揚,こうよう
相剋,そうこく
纏綿,てんめん
頽廃,たいはい
扮装,ふんそう
横溢,おういつ
炸裂,さくれつ
煩悶,はんもん
輔佐,ほさ
防遏,ぼうあつ
叱責,しっせき
阻碍,そがい
悖反,はいはん
返盃,へんぱい
妨碍,ぼうがい
陞進,しょうしん
姦通,かんつう
聯合,れんごう
補填,ほてん
御馳走,ごちそう
愛誦,あいしょう
受註,じゅちゅう
風靡,ふうび
耕耘,こううん
紆余曲折,うよきょくせつ
銷却,しょうきゃく
按腹,あんぷく
顛倒,てんとう
陣歿,じんぼつ
飛翔,ひしょう
聯絡,れんらく
喃語,なんご
駁論,ばくろん
沈淪,ちんりん
篭絡,ろうらく
拈出,ねんしゅつ
扣除,こうじょ
諷諭,ふうゆ
雁行,がんこう
青々,あおあお
挂冠,けいかん
展翅,てんし
復讐,ふくしゅう
緘黙,かんもく
稟議,りんぎ
罹患,りかん
信憑,しんぴょう
剥奪,はくだつ
上梓,じょうし
海蝕,かいしょく
雑鬧,ざっとう
邀撃,ようげき
嗤笑,ししょう
検屍,けんし
昏倒,こんとう
奪掠,だつりゃく
撰述,せんじゅつ
屹立,きつりつ
徂来,そらい
按摩,あんま
拮抗,きっこう
穿孔,せんこう
挺進,ていしん
蕃殖,はんしょく
常傭,じょうよう
湮滅,いんめつ
依怙贔屓,えこひいき
焼灼,しょうしゃく
馴致,じゅんち
縊死,いし
侵蝕,しんしょく
思惟,しい
思惟,しゆい
繙読,はんどく
按配,あんばい
箝口,かんこう
溯行,そこう
称讚,しょうさん
参篭,さんろう
滑翔,かっしょう
訊問,じんもん
陵駕,りょうが
目睹,もくと
涜職,とくしょく
憐察,れんさつ
吐瀉,としゃ
推輓,すいばん
播種,はしゅ
投錨,とうびょう
挽回,ばんかい
幽栖,ゆうせい
遊蕩,ゆうとう
分娩,ぶんべん
水蝕,すいしょく
誅伐,ちゅうばつ
瞥見,べっけん
涌出,ゆうしゅつ
斡旋,あっせん
廻転,かいてん
脱牢,だつろう
憫察,びんさつ
改悛,かいしゅん
分溜,ぶんりゅう
蠱惑,こわく
醵出,きょしゅつ
悲歎,ひたん
逢着,ほうちゃく
衰頽,すいたい
鏖殺,おうさつ
昂進,こうしん
披瀝,ひれき
夭逝,ようせい
補綴,ほてい
補綴,ほてつ
杜絶,とぜつ
安堵,あんど
脱肛,だっこう
改竄,かいざん
入寇,にゅうこう
抜擢,ばってき
馴化,じゅんか
恫喝,どうかつ
訛伝,かでん
攪乱,かくらん
罹病,りびょう
教誨,きょうかい
捺染,なっせん
溯江,そこう
雇傭,こよう
謳歌,おうか
併呑,へいどん
連繋,れんけい
懊悩,おうのう
姦淫,かんいん
寓目,ぐうもく
抽籤,ちゅうせん
遥拝,ようはい
允可,いんか
僭称,せんしょう
摸索,もさく
謫居,たっきょ
庇護,ひご
切磋,せっさ
甲論乙駁,こうろんおつばく
登攀,とうはん
扈従,こじゅう
扈従,こしょう
竄入,ざんにゅう
稀釈,きしゃく
鋪装,ほそう
区劃,くかく
熔融,ようゆう
熱讚,ねっさん
坐礁,ざしょう
沮喪,そそう
一揖,いちゆう
七顛八起,しちてんはっき
群棲,ぐんせい
殺戮,さつりく
相姦,そうかん
蒸溜,じょうりゅう
補弼,ほひつ
潅水,かんすい
凱旋,がいせん
胚胎,はいたい
鼎談,ていだん
刺繍,ししゅう
接吻,せっぷん
咫尺,しせき
聳動,しょうどう
撰文,せんぶん
寄寓,きぐう
正坐,せいざ
腐爛,ふらん
激昂,げっこう
偏倚,へんい
制馭,せいぎょ
震盪,しんとう
摸造,もぞう
誅滅,ちゅうめつ
制慾,せいよく
翔破,しょうは
凌辱,りょうじょく
力漕,りきそう
殲滅,せんめつ
瞑想,めいそう
口誦,こうしょう
編輯,へんしゅう
卜居,ぼっきょ
掘鑿,くっさく
慰撫,いぶ
起臥,きが
屠腹,とふく
跪拝,きはい
放擲,ほうてき
鑽孔,さんこう
阿付,あふ
祈祷,きとう
頤使,いし
饋還,きかん
指嗾,しそう
入渠,にゅうきょ
擱筆,かくひつ
顫動,せんどう
使嗾,しそう
帰臥,きが
缺勤,けっきん
憫笑,びんしょう
逼迫,ひっぱく
破牢,はろう
抜萃,ばっすい
背馳,はいち
馳駆,ちく
離叛,りはん
按分,あんぶん
鹸化,けんか
断截,だんさい
読誦,どくじゅ
読誦,とくしょう
反芻,はんすう
隠栖,いんせい
病歿,びょうぼつ
嬉戯,きぎ
轟沈,ごうちん
缺如,けつじょ
侵掠,しんりゃく
蒐集,しゅうしゅう
洗滌,せんじょう
洗滌,せんでき
綜合,そうごう
悶絶,もんぜつ
隠棲,いんせい
蕩尽,とうじん
膺懲,ようちょう
安臥,あんが
上洛,じょうらく
喧伝,けんでん
焦躁,しょうそう
滲炭,しんたん
類纂,るいさん
躬行,きゅうこう
一擲,いってき
堵列,とれつ
夾撃,きょうげき
贋作,がんさく
云為,うんい
膨脹,ぼうちょう
出捐,しゅつえん
猜疑,さいぎ
抜錨,ばつびょう
渙発,かんぱつ
打擲,ちょうちゃく
栖息,せいそく
邁進,まいしん
絶讚,ぜっさん
劫略,ごうりゃく
扼殺,やくさつ
危懼,きく
反駁,はんばく
乖離,かいり
直往邁進,ちょくおうまいしん
沈湎,ちんめん
端坐,たんざ
灼熱,しゃくねつ
践祚,せんそ
拱手,こうしゅ
拱手,きょうしゅ
緘口,かんこう
窺知,きち
諳譜,あんぷ
鍍金,ときん
鍍金,めっき
艤装,ぎそう
煽情,せんじょう
陸棲,りくせい
膠化,こうか
病臥,びょうが
懈怠,けたい
弛緩,しかん
侍坐,じざ
風蝕,ふうしょく
通牒,つうちょう
瀰漫,びまん
悶死,もんし
封緘,ふうかん
暗誦,あんしょう
亢奮,こうふん
雪冤,せつえん
豹変,ひょうへん
諷刺,ふうし
牽制,けんせい
麻痺,まひ
繋属,けいぞく
就褥,しゅうじょく
赫怒,かくど
鳩首,きゅうしゅ
微祿,びろく
巡邏,じゅんら
燻蒸,くんじょう
揣摩,しま
伏臥,ふくが
落魄,らくはく
実践躬行,じっせんきゅうこう
極諌,きょっかん
筆誅,ひっちゅう
寓居,ぐうきょ
匡正,きょうせい
頤指,いし
哄笑,こうしょう
化膿,かのう
条播,じょうは
捧呈,ほうてい
薙髪,ちはつ
歎美,たんび
捺印,なついん
縷説,るせつ
洗煉,せんれん
闊歩,かっぽ
蒐荷,しゅうか
慴伏,しょうふく
搏動,はくどう
註解,ちゅうかい
剥落,はくらく
闕如,けつじょ
企劃,きかく
漏洩,ろうせつ
漏洩,ろうえい
蹶起,けっき
蔓延,まんえん
入牢,にゅうろう
雑沓,ざっとう
蟄居,ちっきょ
涵養,かんよう
呑吐,どんと
内々定,ないないてい
復辟,ふくへき
震撼,しんかん
輾転,てんてん
銷沈,しょうちん
戦歿,せんぼつ
困憊,こんぱい
朗誦,ろうしょう
捧持,ほうじ
諷詠,ふうえい
防禦,ぼうぎょ
物々交換,ぶつぶつこうかん
聯立,れんりつ
総攬,そうらん
腐蝕,ふしょく
転訛,てんか
撞着,どうちゃく
左袒,さたん
斟酌,しんしゃく
蠕動,ぜんどう
坐乗,ざじょう
篭城,ろうじょう
雀躍,じゃくやく
幽棲,ゆうせい
缺場,けつじょう
欽慕,きんぼ
捧読,ほうどく
竣成,しゅんせい
静坐,せいざ
傭船,ようせん
狐疑,こぎ
親昵,しんじつ
嚮導,きょうどう
嘉納,かのう
摸写,もしゃ
曳航,えいこう
蠢動,しゅんどう
鳩合,きゅうごう
愛撫,あいぶ
泥々,どろどろ
研鑽,けんさん
当籤,とうせん
叛乱,はんらん
解纜,かいらん
註記,ちゅうき
糺問,きゅうもん
報賽,ほうさい
彫琢,ちょうたく
缺席,けっせき
缺食,けっしょく
屠殺,とさつ
膠着,こうちゃく
戒飭,かいしょく
戒飭,かいちょく
繋争,けいそう
繋縛,けいばく
充溢,じゅういつ
遁世,とんせい
欺瞞,ぎまん
諮詢,しじゅん
嵌入,かんにゅう
特輯,とくしゅう
托鉢,たくはつ
弑虐,しいぎゃく
瞞着,まんちゃく
捏造,ねつぞう
摸倣,もほう
受・発信,じゅはっしん
類聚,るいじゅう
関聯,かんれん
弁駁,べんばく
感歎,かんたん
讚美,さんび
三歎,さんたん
藉口,しゃこう
苦悶,くもん
晴々,はればれ
運漕,うんそう
耽読,たんどく
迸出,へいしゅつ
仰臥,ぎょうが
堙滅,いんめつ
繋船,けいせん
蝟集,いしゅう
芟除,さんじょ
奉奠,ほうてん
盤踞,ばんきょ
彎入,わんにゅう
礼讚,らいさん
縷述,るじゅつ
褒貶,ほうへん
輪姦,りんかん
蹈襲,とうしゅう
闡明,せんめい
戡定,かんてい
加餐,かさん
繋留,けいりゅう
瞠目,どうもく
尽瘁,じんすい
警邏,けいら
瞑目,めいもく
揮毫,きごう
長缺,ちょうけつ
眩惑,げんわく
安坐,あんざ
弑逆,しいぎゃく
媒妁,ばいしゃく
廓大,かくだい
投函,とうかん
慷慨,こうがい
聯弾,れんだん
輔導,ほどう
共棲,きょうせい
鏤刻,るこく
鏤刻,ろうこく
痛哭,つうこく
棲息,せいそく
贅言,ぜいげん
逆睹,ぎゃくと
綜覧,そうらん
驀進,ばくしん
煥発,かんぱつ
浮游,ふゆう
掠奪,りゃくだつ
簇生,ぞくせい
簇生,そうせい
七顛八倒,しちてんばっとう
七顛八倒,しってんばっとう
知悉,ちしつ
慰藉,いしゃ
祗候,しこう
牢記,ろうき
投擲,とうてき
復誦,ふくしょう
我儘,わがまま
乾溜,かんりゅう
缺配,けっぱい
駐箚,ちゅうさつ
充填,じゅうてん
挑撥,ちょうはつ
瀉血,しゃけつ
滲出,しんしゅつ
拳々服膺,けんけんふくよう
拝跪,はいき
悔悛,かいしゅん
幇助,ほうじょ
饗応,きょうおう
疑懼,ぎく
留錫,りゅうしゃく
独坐,どくざ
戦捷,せんしょう
聳立,しょうりつ
入鋏,にゅうきょう
劃定,かくてい
掣肘,せいちゅう
憂悶,ゆうもん
叩頭,こうとう
聯想,れんそう
寛恕,かんじょ
凝聚,ぎょうしゅう
装填,そうてん
滲透,しんとう
昂騰,こうとう
撹乱,かくらん
撹乱,こうらん
破摧,はさい
倦怠,けんたい
誘掖,ゆうえき
鍾愛,しょうあい
萌芽,ほうが
謹撰,きんせん
棒諳記,ぼうあんき
叢生,そうせい
端倪,たんげい
龜裂,きれつ
扞格,かんかく
掩蔽,えんぺい
佇立,ちょりつ
敷衍,ふえん
回漕,かいそう
醗酵,はっこう
忿怒,ふんど
擯斥,ひんせき
騒擾,そうじょう
駁撃,ばくげき
一閃,いっせん
罨法,あんぽう
傅育,ふいく
挌闘,かくとう
精煉,せいれん
訣別,けつべつ
対晤,たいご
横臥,おうが
錯綜,さくそう
顛落,てんらく
被曝,ひばく
装幀,そうてい
爛熟,らんじゅく
押捺,おうなつ
曝露,ばくろ
媾和,こうわ
篭居,ろうきょ
検痰,けんたん
結紮,けっさつ
蝉脱,せんだつ
驚歎,きょうたん
踞座,きょざ
収斂,しゅうれん
宣撫,せんぶ
罵詈,ばり
淘汰,とうた
鎮撫,ちんぶ
濾過,ろか
坐視,ざし
切磋琢磨,せっさたくま
奉祀,ほうし
糊塗,こと
呻吟,しんぎん
一瞥,いちべつ
淪落,りんらく
截断,せつだん
榜示,ほうじ
側臥,そくが
賞翫,しょうがん
註文,ちゅうもん
救恤,きゅうじゅつ
跋渉,ばっしょう
屡報,るほう
陞叙,しょうじょ
黙祷,もくとう
推敲,すいこう
切諌,せっかん
親炙,しんしゃ
吟誦,ぎんしょう
剥脱,はくだつ
編纂,へんさん
沮止,そし
溢水,いっすい
撃攘,げきじょう
弁疏,べんそ
迂曲,うきょく
紛擾,ふんじょう
排泄,はいせつ
詠歎,えいたん
曝書,ばくしょ
耽溺,たんでき
缺礼,けつれい
絮説,じょせつ
諌死,かんし
痛歎,つうたん
分蘖,ぶんけつ
亢進,こうしん
刮目,かつもく
琢磨,たくま
廻送,かいそう
脱糞,だっぷん
交叉,こうさ
連袂,れんべい
凋落,ちょうらく
註釈,ちゅうしゃく
臥床,がしょう
誹議,ひぎ
牢死,ろうし
溯及,そきゅう
轢殺,れきさつ
牴触,ていしょく
装釘,そうてい
炊爨,すいさん
褫奪,ちだつ
缺乏,けつぼう
刺戟,しげき
対坐,たいざ
馳走,ちそう
浸蝕,しんしょく
忠諌,ちゅうかん
剽窃,ひょうせつ
廻附,かいふ
参覲,さんきん
壟断,ろうだん
罹災,りさい
獅子吼,ししく
直諌,ちょっかん
勅撰,ちょくせん
屡述,るじゅつ
掃蕩,そうとう
帰洛,きらく
鑽仰,さんぎょう
禁烟,きんえん
諒察,りょうさつ
波蝕,はしょく
宥和,ゆうわ
反撥,はんぱつ
夭死,ようし
操舵,そうだ
兌換,だかん
昂奮,こうふん
転々,てんてん
夭折,ようせつ
紆曲,うきょく
糺弾,きゅうだん
強姦,ごうかん
抛棄,ほうき
涸渇,こかつ
我侭,わがまま
跳梁,ちょうりょう
均霑,きんてん
歎願,たんがん
恢復,かいふく
象嵌,ぞうがん
鹵獲,ろかく
翹望,ぎょうぼう
廻旋,かいせん
交驩,こうかん
上蔟,じょうぞく
落伍,らくご
讒言,ざんげん
震駭,しんがい
惹起,じゃっき
懺悔,ざんげ
糺明,きゅうめい
自刎,じふん
捲土重来,けんどじゅうらい
捲土重来,けんどちょうらい
招聘,しょうへい
恐懼,きょうく
聯関,れんかん
涕泣,ていきゅう
廓清,かくせい
愧死,きし
仄聞,そくぶん
輪廻,りんね
面晤,めんご
折檻,せっかん
広々,ひろびろ
溯源,さくげん
溯源,そげん
屏息,へいそく
誅求,ちゅうきゅう
帰趨,きすう
挺身,ていしん
右顧左眄,うこさべん
誅殺,ちゅうさつ
孵化,ふか
陞任,しょうにん
歎称,たんしょう
聯奏,れんそう
缺航,けっこう
落磐,らくばん
擾乱,じょうらん
諌言,かんげん
丸々,まるまる
逢引,あいびき
撚糸,ねんし
溷濁,こんだく
缺損,けっそん
煽動,せんどう
諌止,かんし
悶着,もんちゃく
懾伏,しょうふく
輾転反側,てんてんはんそく
放蕩,ほうとう
論駁,ろんばく
鑿井,さくせい
低徊,ていかい
昏睡,こんすい
大捷,たいしょう
演繹,えんえき
蝕害,しょくがい
吃驚,びっくり
鼎立,ていりつ
剿滅,そうめつ
沈澱,ちんでん
撒水,さっすい
撒水,さんすい
嚥下,えんか
制禦,せいぎょ
擡頭,たいとう
櫛比,しっぴ
逼塞,ひっそく
収攬,しゅうらん
吻合,ふんごう
讒訴,ざんそ
啓蒙,けいもう
混淆,こんこう
振盪,しんとう
篆刻,てんこく
軒輊,けんち
擅断,せんだん
散佚,さんいつ
醵金,きょきん
復仇,ふっきゅう
撫育,ぶいく
死歿,しぼつ
流涕,りゅうてい
開鑿,かいさく
辟易,へきえき
嘔吐,おうと
団欒,だんらん
甦生,こうせい
自讚,じさん
長嘯,ちょうしょう
穎脱,えいだつ
蘇生,そせい
歪曲,わいきょく
淵源,えんげん
慨歎,がいたん
賞讚,しょうさん
囲繞,いにょう
囲繞,いじょう
訓誡,くんかい
弘通,ぐずう
拝趨,はいすう
坦務,たんむ
遁走,とんそう
隠遁,いんとん
欣喜,きんき
叛逆,はんぎゃく
斃死,へいし
黙坐,もくざ
点綴,てんてい
点綴,てんてつ
浣腸,かんちょう
焚火,たきび
忖度,そんたく
自恃,じじ
荒蕪,こうぶ
電鍍,でんと
彌縫,びほう
醇化,じゅんか
拿捕,だほ
教誡,きょうかい
猪突,ちょとつ
佩用,はいよう
入洛,にゅうらく
入洛,じゅらく
竣功,しゅんこう
恤兵,じゅっぺい
占筮,せんぜい
坐食,ざしょく
同棲,どうせい
薨去,こうきょ
撰修,せんしゅう
試錐,しすい
自撰,じせん
昏迷,こんめい
掩護,えんご
献盃,けんぱい
贋造,がんぞう
剃髪,ていはつ
対峙,たいじ
竣工,しゅんこう
放屁,ほうひ
缺課,けっか
背叛,はいはん
容喙,ようかい
逗留,とうりゅう
馘首,かくしゅ
剪定,せんてい
擱座,かくざ
念誦,ねんず
念誦,ねんじゅ
鞅掌,おうしょう
牽引,けんいん
服膺,ふくよう
含嗽,がんそう
廻国,かいこく
萎靡,いび
諒解,りょうかい
発兌,はつだ
填補,てんぽ
跛行,はこう
迂回,うかい
長歎,ちょうたん
彎曲,わんきょく
嗜好,しこう
重祚,じゅうそ
慙死,ざんし
呪詛,じゅそ
賁臨,ひりん
賁臨,ふんりん
弛張,しちょう
嗟嘆,さたん
秤量,ひょうりょう
裨益,ひえき
扼腕,やくわん
平臥,へいが
寒々,さむざむ
奠都,てんと
垂涎,すいぜん
熔接,ようせつ
轢断,れきだん
怨嗟,えんさ
梱包,こんぽう
游泳,ゆうえい
清々,せいせい
合祀,ごうし
移牒,いちょう
歎息,たんそく
